,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Ventral_Thalamic_Nuclei,1.89512700,1.92273800,1.90405700,2.09040800,2.07701200,2.05887800,2.08311700,2.05240800,,1.97057800,2.10881500,1.93030100,1.86988500,1.94588300,2.02361300,1.93531300,2.12275700,2.02397800,1.94706800,2.02634700,1.92100600,2.06270600,1.83434600,1.99026100,1.99308600,1.91371600,1.99035200
Latero_Dorsal_Nucleus_of_Thalamus,0.18525710,0.24640200,0.20685380,0.25979740,0.24631090,0.22653680,0.23300660,0.26900100,,0.23072850,0.23163980,0.20703600,0.21350590,0.21806210,0.22571660,0.23564930,0.23883860,0.23464690,0.23100190,0.23692500,0.25524110,0.23391790,0.18152100,0.24731330,0.22681010,0.20940530,0.24576410
Medial_Geniculate_Nucleus,0.28859290,0.29497160,0.32823230,0.30463090,0.33862050,0.32048660,0.31939310,0.33224180,,0.36222190,0.32276480,0.37270130,0.31501910,0.36103730,0.31738840,0.35338280,0.33944060,0.35784790,0.36222190,0.37069650,0.35037560,0.36878290,0.32540740,0.36787160,0.34272110,0.33916730,0.35374720
Lateral_Geniculate_Nucleus,0.44705930,0.51494740,0.51358050,0.57016920,0.53873100,0.54283170,0.52661140,0.55777620,,0.53408370,0.52533570,0.55376670,0.49180160,0.53235230,0.51394500,0.52633800,0.52925400,0.53599730,0.50683720,0.51986810,0.40022100,0.50829520,0.48733650,0.50483250,0.52205510,0.47266540,0.52515340
Zona_Incerta,1.00693100,1.01085000,1.01759300,1.14453000,1.23346800,1.20977600,1.11400300,1.22945900,,1.17077400,1.12320700,1.22699800,1.02825500,1.19018400,1.09085700,1.21770300,1.15327800,1.15646700,1.06652700,1.10297700,1.06625400,1.12667000,0.97795360,1.11436800,1.10798900,1.07974000,1.13933600
Reticular_Nucleus_of_Thalamus,1.32678000,1.32076600,1.32049200,1.40669700,1.53035300,1.47649800,1.37972400,1.47057500,,1.35229500,1.39804000,1.46529000,1.38564700,1.44806700,1.35967600,1.43603900,1.34163300,1.40250500,1.31693900,1.37361800,1.28951000,1.38236600,1.24595200,1.39175200,1.32258800,1.29379300,1.35357100
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,0.07463138,0.07417575,0.08702438,0.08328825,0.09467888,0.08119237,0.08438175,0.09249188,,0.08556638,0.08447288,0.09413213,0.08656875,0.08547525,0.08866463,0.09841500,0.09540788,0.08419950,0.07672725,0.06870825,0.06469875,0.08219475,0.06588338,0.07845863,0.08000775,0.08374388,0.07627163
Deep_Mesencephalic_Nuclei,1.32942300,1.29935100,1.28932800,1.39849500,1.51668500,1.44032200,1.41726700,1.49918900,,1.42173200,1.39448600,1.41371300,1.26244600,1.41480700,1.32122100,1.48788900,1.35794500,1.46902600,1.36487000,1.36177200,1.28641200,1.38519100,1.21815900,1.40633200,1.36468800,1.31056000,1.38163700
Superior_Colliculus,4.65247800,4.73604000,4.69275500,5.14828900,5.43779300,5.50467900,5.00203400,5.32716800,,5.56874000,4.89505300,5.18209600,4.97232700,5.35222700,4.90699000,5.37646600,4.93077400,5.23066600,4.79654700,4.97825000,4.25663100,5.14200200,4.56563600,5.00823000,5.01643100,4.99037000,4.95364600
Inferior_Colliculus,3.32278200,3.17762000,3.17661800,3.37454100,3.35996100,3.32597100,3.03883600,3.16440700,,3.30045700,3.23074600,3.02234300,3.34027800,3.26701400,3.11064300,3.24213600,3.40160500,3.35613400,3.17871400,3.23940300,3.36552000,3.31029800,2.91262800,3.42001200,3.18409000,3.21452600,3.30282600
Substantia_Nigra,0.66247870,0.70175360,0.66985990,0.68507780,0.76727250,0.78422180,0.73829480,0.74649600,,0.78476850,0.66913090,0.81265280,0.68106820,0.78358390,0.68835820,0.73756580,0.73300950,0.73036690,0.65610000,0.66931310,0.69036300,0.72954680,0.61208670,0.68380200,0.68972520,0.62429740,0.68981630
Red_Nucleus_Parvicellular,0.08101013,0.08173913,0.08210362,0.08219475,0.09495226,0.10051090,0.08410838,0.09659250,,0.08875575,0.08401725,0.09176288,0.08574863,0.08237700,0.08511075,0.07973438,0.08912025,0.08392613,0.08347050,0.08520187,0.08265038,0.08784451,0.06934613,0.08347050,0.08675100,0.08219475,0.08091900
Midbrain_Reticular_Nucleus,1.92711200,1.90715500,1.87252800,1.96848200,2.14353300,2.02498000,1.97003100,2.12713100,,2.04593800,1.97650100,2.03081200,1.90341900,2.07400500,1.89713100,2.05496000,2.06507500,2.11173100,1.97376800,1.98588700,1.95098600,1.99718700,1.81229400,2.03937700,2.00465900,1.95262700,1.99527300
Rostral_Linear_Nucleus,0.14361300,0.13768990,0.13632300,0.13796330,0.15381900,0.15737290,0.15126750,0.15946880,,0.14826040,0.13495610,0.14789590,0.13969460,0.16056230,0.13951240,0.15154090,0.14461540,0.14370410,0.14224610,0.14589110,0.14160830,0.15281660,0.13532060,0.15728180,0.13878340,0.13659640,0.13550290
Cuneiform_Nucleus,0.20339100,0.18051860,0.21368810,0.20147740,0.17395760,0.21915560,0.17906060,0.21578400,,0.21186560,0.21496390,0.20475790,0.20612480,0.21806210,0.21086330,0.16475400,0.22781250,0.19391400,0.17523340,0.21186560,0.18097430,0.18881100,0.18416360,0.17177060,0.19272940,0.18188550,0.18653290
Precuneiform_Nucleus,0.24020550,0.23984100,0.23546700,0.27200810,0.29223790,0.28321650,0.27419510,0.29542730,,0.27346610,0.26617610,0.27337500,0.25806600,0.27856910,0.25196060,0.28649700,0.26225780,0.27884250,0.27073240,0.26699630,0.26016190,0.26453590,0.25660800,0.28112060,0.28194080,0.26061750,0.26872760
Brain_Stem_Rest,4.11402000,3.69092700,4.14081100,4.04385400,4.13926200,3.73020200,4.00284800,4.28870700,,3.21607500,3.94935800,4.13579900,2.88884500,3.91682600,4.08094200,3.66851000,4.19311700,3.47468800,4.24642500,3.55834000,3.96758300,4.10472600,3.78341900,4.09424600,4.18209100,3.97879100,3.91181400
Interpeduncular_Nucleus,0.13377150,0.14507100,0.14370410,0.14343080,0.17022150,0.15691730,0.14926280,0.16183800,,0.15892200,0.14370410,0.15627940,0.13686980,0.15509480,0.14215500,0.15600600,0.14488880,0.14680240,0.13176680,0.13513840,0.13860110,0.12994420,0.11882700,0.14470650,0.14033250,0.14251950,0.14115260
Cerebellar_Cortex,21.62196000,22.29792000,20.03775000,20.96750000,23.46195000,21.21554000,21.39323000,22.40354000,,21.84713000,21.49803000,19.24159000,20.18656000,22.28763000,20.25199000,21.59079000,23.08032000,20.91209000,19.72373000,21.04177000,20.35915000,18.47678000,18.22445000,21.20561000,20.38885000,20.06445000,20.68574000
Dentate_(Lateral)_Nucleus_of_Cerebellum,0.30262610,0.32978140,0.32431390,0.33698030,0.37561730,0.40495950,0.32768550,0.35711890,,0.32950800,0.31675050,0.34636610,0.29232900,0.35821240,0.32158010,0.41042700,0.34153650,0.33333530,0.33524890,0.35620760,0.35721000,0.35474960,0.33761810,0.35593430,0.37288350,0.35137800,0.35684550
Interposed_Nucleus_of_Cerebellum,0.20001940,0.22216280,0.21614850,0.22589890,0.27273710,0.29971010,0.25095830,0.26098200,,0.25323640,0.22398530,0.25305410,0.21997580,0.25469440,0.23045510,0.30381070,0.23665160,0.23145750,0.24257480,0.23847410,0.23993210,0.23473800,0.22143380,0.23974990,0.25651690,0.23974990,0.24895350
Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,0.03581212,0.03544763,0.03708788,0.03708788,0.04629150,0.05112113,0.04091513,0.04437787,,0.03799913,0.03881925,0.04446900,0.03608550,0.04200863,0.03535650,0.04774950,0.04045950,0.04137075,0.04273763,0.04027725,0.03854588,0.04547138,0.03927488,0.04155300,0.04446900,0.04392225,0.04027725
Fastigial_Medial_Nucleus_of_Cerebellum,0.46920260,0.49125490,0.47795060,0.50383010,0.58210650,0.67131790,0.53946000,0.55722940,,0.53207890,0.52588240,0.55230860,0.47840630,0.56023650,0.51804570,0.62940040,0.53590610,0.51995930,0.53390140,0.52852500,0.53563280,0.53043870,0.49672240,0.53627060,0.52187290,0.52670250,0.53134990
Ventral_Lateral_Lemniscus_Nucleus,0.11399740,0.12329210,0.11272160,0.11463530,0.12748390,0.11846250,0.11736900,0.11791580,,0.12438560,0.11928260,0.12028500,0.11846250,0.12848630,0.10643400,0.11554650,0.11718680,0.12985310,0.12064950,0.11700450,0.12420340,0.11481750,0.11044350,0.11345060,0.12092290,0.11727790,0.11281280
Parabrachial_Nucleus,0.19929040,0.19619210,0.19546310,0.20539580,0.21833550,0.23163980,0.20029280,0.21423490,,0.22608110,0.20676260,0.21724200,0.19345840,0.22152490,0.20001940,0.20894960,0.22207160,0.21286800,0.18899330,0.19655660,0.19236490,0.19409630,0.17450440,0.20202410,0.19026900,0.19382290,0.18671510
Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,0.26471810,0.25988850,0.25815710,0.26189330,0.29178230,0.31438130,0.27984490,0.28913960,,0.29406040,0.27920700,0.29187340,0.24913580,0.27920700,0.26353350,0.30453980,0.29150890,0.28385440,0.25688140,0.28476560,0.26216660,0.26663180,0.25250740,0.27419510,0.27711110,0.26726960,0.27018560
Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,2.18098600,2.13059400,2.06452800,2.13187000,2.44415500,2.42219400,2.26928600,2.33863200,,2.11045500,2.24058200,2.26892100,2.03655300,2.18153300,2.23456700,2.25570800,2.37772500,2.33389400,2.21962300,2.30026800,2.27675800,2.28769300,2.13296300,2.32359600,2.32942800,2.27976500,2.28003900
Central_Gray,1.03836900,1.01595300,1.00037000,1.01759300,1.08365900,1.06561600,1.02105600,1.04793800,,1.07317900,1.06944300,1.05604800,1.00902700,1.11646400,0.98752160,1.13906300,1.07226800,1.04766400,0.99572290,1.03809600,0.99526730,1.04411000,0.94168580,1.04529500,1.00592900,0.95845280,1.01495000
Pedunculotegmental_Medial_Paralemniscial_and_Supratrigemnial_Nuclei,0.09176288,0.10351800,0.10543160,0.10442930,0.10962340,0.10133100,0.11135480,0.12165190,,0.10087540,0.10178660,0.10424700,0.09859725,0.11263050,0.10807430,0.10716300,0.09668363,0.10488490,0.09467888,0.09531675,0.09641025,0.09923512,0.09303863,0.10834760,0.09404100,0.09877950,0.10041980
Motor_Root_of_Trigeminal_Nerve,0.05458388,0.05294363,0.04428675,0.05421938,0.05576850,0.04683825,0.05075663,0.04018613,,0.04556250,0.05002763,0.04902525,0.06068925,0.05057438,0.04866075,0.04273763,0.05932238,0.05449275,0.05403713,0.05476613,0.06342300,0.05503950,0.05339925,0.06041588,0.05749988,0.06278513,0.05276138
Trigeminal_Motor_Nucleus,0.12948860,0.11162810,0.11718680,0.12584360,0.14680240,0.15381900,0.12110510,0.14725800,,0.12119630,0.12830400,0.15591490,0.12037610,0.15928650,0.12839510,0.16429840,0.13604960,0.13978580,0.12903300,0.13796330,0.15436570,0.13058210,0.12456790,0.14233720,0.13714310,0.14415970,0.14780480
Pontine_Reticular_NucleusOral,2.94388400,3.03163800,2.90707000,3.09396700,3.35841200,3.30874900,3.11848000,3.27439500,,3.17771100,3.11611100,3.25398300,3.03883600,3.20532200,3.03974800,3.27275400,3.18545700,3.16641200,2.99500500,3.11529000,3.13524700,3.03774300,2.85667800,3.20577800,3.10572200,2.96539000,2.99418500
Raphe_Nucleus,0.39903640,0.41416310,0.38974160,0.41944840,0.44842610,0.44168290,0.42382240,0.45416700,,0.44314090,0.38655230,0.45097760,0.42455140,0.48177790,0.41999510,0.45416700,0.42154430,0.44159180,0.39220200,0.40906020,0.43913140,0.41060930,0.40669090,0.42947210,0.42017740,0.41243180,0.41835490
Trigeminal_Sensory_Nucleus,0.28640590,0.29488050,0.27373950,0.30690900,0.34891760,0.33834710,0.32686540,0.27966260,,0.29123550,0.30171490,0.33579560,0.29396920,0.32467840,0.30408410,0.34436140,0.30317290,0.34089860,0.31374340,0.34007850,0.32240030,0.31429010,0.29196450,0.32732100,0.33534000,0.30353740,0.30217050
Dorsal_Tegmentum,0.84673350,0.85630170,0.81720900,0.84892050,0.91872230,0.91088550,0.86422950,0.88518830,,0.87726040,0.86459400,0.92063590,0.87580240,0.95198290,0.83352040,0.93375790,0.91024760,0.88445930,0.82094510,0.84664240,0.81602440,0.83051330,0.79451890,0.85857980,0.84062810,0.81757350,0.81812030
Tegmental_Nucleus,0.01840725,0.02013863,0.01704038,0.02050313,0.01931850,0.01804275,0.01913625,0.01986525,,0.01694925,0.01904513,0.02542388,0.02187000,0.02296350,0.01740487,0.02123213,0.01886288,0.01758713,0.01612912,0.01749600,0.01667587,0.01795163,0.01567350,0.01904513,0.01913625,0.01740487,0.01749600
Cochlear_Nucleus,0.39985650,0.37753090,0.29734090,0.40860450,0.48952350,0.41361640,0.46965830,0.41826380,,0.42190880,0.42783190,0.36978520,0.33287960,0.42956330,0.40268140,0.41808150,0.40659980,0.44541900,0.41051810,0.43539530,0.42026850,0.43156800,0.37734860,0.42728510,0.40587080,0.45507830,0.46145700
Pontine_Nucleus,0.52998300,0.57837040,0.49881830,0.58019290,0.68179730,0.51130240,0.58128640,0.59440840,,0.55139740,0.56716200,0.53909550,0.51804570,0.52970960,0.57764140,0.61554940,0.65291060,0.57900830,0.53344580,0.54656770,0.59304150,0.59386160,0.51266930,0.59176580,0.58939650,0.56497500,0.58702730
Reticulotegmental_Nucleus_of_Pons,0.38418300,0.39174640,0.36969410,0.36386210,0.38345400,0.36923850,0.37124330,0.37425040,,0.37908000,0.36413550,0.35110460,0.37133440,0.35584310,0.34745960,0.36103730,0.39785180,0.39457130,0.33953170,0.37926230,0.34354130,0.36049050,0.33424650,0.39666710,0.36504680,0.34308560,0.35566090
Olivary_Complex,0.84828260,0.84399980,0.84281520,0.84864720,0.97412630,0.90231980,0.89056470,0.90769610,,0.83634530,0.87543790,0.91990690,0.83106010,0.85539040,0.86942360,0.85083410,0.96109540,0.89730790,0.90213750,0.94514850,0.91708200,0.89676120,0.82395230,0.89876590,0.90368660,0.90213750,0.92701460
Pontine_Reticular_NucleusCaudal,1.44688300,1.37097600,1.32741800,1.40004500,1.49946200,1.58748900,1.40378100,1.46146300,,1.37489400,1.38601100,1.60006400,1.37188700,1.49034900,1.31447800,1.46838800,1.43403400,1.37316300,1.39494200,1.47914100,1.41134400,1.43257600,1.29898700,1.34546100,1.31210900,1.34090400,1.43913700
Spinal_Trigeminal_Nucleus,1.85393800,1.69337600,1.73502000,1.60070200,1.92829600,1.82095100,1.83799100,1.85503200,,1.54192600,1.79425100,1.75288100,1.18772300,1.78431900,1.85011100,1.68198500,1.82578100,1.74221900,1.82878800,1.75497600,1.87571700,1.89576500,1.65583200,1.93431000,1.85931500,2.01021800,1.93412800
Vestibular_Nuclei,1.19255300,1.28677600,1.22544900,1.25397100,1.39557900,1.41325800,1.33352300,1.36441500,,1.30709700,1.29370200,1.38683100,1.23529100,1.36596400,1.24330900,1.44633600,1.34418500,1.29370200,1.29470400,1.32741800,1.29971600,1.25242200,1.22617800,1.34673600,1.29889600,1.25497400,1.33789700
Gigantocellular_Reticular_Nucleus,4.62723600,4.51879800,4.61056000,4.73011700,5.15676400,5.21563100,4.93022700,5.19148300,,4.65047400,4.71836100,5.09625700,3.98079600,4.80511200,4.85021900,4.40197600,4.95437500,4.72410200,5.05771100,4.98918500,5.16605900,5.17781400,4.66259300,5.21499300,5.15503300,5.19658600,5.19002400
Cuneate_Nucleus,0.27847800,0.28850180,0.24239250,0.25551450,0.28266980,0.25496770,0.25897730,0.26745190,,0.25396540,0.29551840,0.23437350,0.21587510,0.24057000,0.27228150,0.28868400,0.29305800,0.26025300,0.29032430,0.29424260,0.26581160,0.27993600,0.26316900,0.28768160,0.28248750,0.28039160,0.29734090
Anterior_Commisure,0.57135380,0.54547430,0.59978480,0.58092190,0.60652800,0.59203920,0.53171440,0.58420240,,0.55358440,0.56060100,0.56470160,0.56233240,0.58666280,0.54155590,0.55385770,0.58310890,0.57153600,0.50875090,0.56761770,0.55021270,0.53235230,0.46054580,0.53280790,0.52433320,0.48159560,0.53535940
Optic_Tracts,0.91070330,0.90596480,0.92254950,0.94350830,1.03035000,1.05641200,0.92728810,1.03071500,,1.00766000,0.93968110,1.04848400,0.89338950,0.99800100,0.91106780,0.93904320,0.99863890,0.97485530,0.97412630,1.03836900,0.62675770,0.96246230,0.84974060,0.96574280,0.94797340,0.87908290,0.91781100
Fimbria,1.28313100,1.36031400,1.28695800,1.35876500,1.37134000,1.30964900,1.23428800,1.41480700,,1.23674900,1.43412500,1.30591200,1.23018800,1.33479900,1.30518300,1.30928400,1.35666900,1.28768700,1.31839700,1.32213300,1.26527100,1.22617800,1.15646700,1.31138000,1.26736700,1.20458100,1.25770700
Corpus_Callosum,6.41119100,6.77195500,6.65321900,7.09499300,8.48483100,8.14940000,7.15841600,7.95011000,,7.90919400,7.93024400,8.50515200,6.73805600,8.30148800,7.21874000,8.65815100,7.99366800,7.70835500,7.24452900,7.60082800,7.38878000,7.56328400,6.43679700,7.35479000,7.39133100,7.89406800,7.29072900
Fornix,0.18644170,0.19610100,0.19646550,0.19956380,0.23710730,0.23373560,0.20229750,0.21541950,,0.21870000,0.20165960,0.22052250,0.20284430,0.24211910,0.18990450,0.22043140,0.20858510,0.21696860,0.18079200,0.18644170,0.20011050,0.18944890,0.16666760,0.19345840,0.20047500,0.18079200,0.19464300
Stria_Terminalis,0.47175410,0.45844990,0.45653630,0.46127480,0.47785950,0.46573990,0.43430180,0.48961460,,0.43812900,0.50036740,0.47348550,0.46583100,0.43949590,0.47722160,0.50155200,0.48952350,0.45343800,0.45808540,0.46628660,0.45325580,0.47330330,0.39530030,0.45480490,0.44623910,0.45744750,0.48314480
Cingulum,0.41908390,0.47257430,0.42600940,0.46337070,0.60279190,0.62976490,0.48223350,0.53426590,,0.57208280,0.52442440,0.55003050,0.39976540,0.52888950,0.47175410,0.64981240,0.55130620,0.54337840,0.49134600,0.45772090,0.46327950,0.48742770,0.41261400,0.47394110,0.46173040,0.47211860,0.46847360
Lateral_Olfactory_Tract,0.64598510,0.61318020,0.59613980,0.61965000,0.66630600,0.64644070,0.60616350,0.65345740,,0.66302550,0.62402400,0.62211040,0.61081090,0.72125440,0.61728080,0.61491150,0.64507390,0.62602880,0.64224900,0.64999470,0.61864760,0.64051770,0.59677760,0.65008570,0.66111190,0.62484410,0.60160730
Ventral_Hippocampal_Commissure,0.04173525,0.03827250,0.03936600,0.03891038,0.04355775,0.04301100,0.03353400,0.05048325,,0.03225825,0.05011875,0.04018613,0.04055063,0.03453638,0.04501575,0.04620038,0.05048325,0.03581212,0.04601813,0.04774950,0.04355775,0.03453638,0.03508313,0.04264650,0.04273763,0.03927488,0.04383112
Internal_Capsule,1.68900200,1.74613700,1.71761500,1.72991700,1.94770600,1.78067400,1.71688600,1.93631500,,1.71561000,1.74905300,1.73574900,1.65246100,1.71269400,1.64854200,1.78933100,1.82760300,1.79343100,1.75853000,1.81484600,1.66494500,1.72226300,1.51604700,1.77493300,1.75297200,1.64416800,1.73128400
Fasciculus_Retroflexus,0.03954825,0.04838737,0.04064175,0.04355775,0.04519800,0.04647375,0.04118850,0.04738500,,0.04774950,0.04446900,0.05093888,0.04692938,0.05221463,0.04328438,0.04437787,0.04620038,0.04374000,0.04938975,0.04884300,0.04720275,0.04556250,0.04656488,0.04774950,0.05248800,0.04911638,0.04374000
Stria_Medularis,0.19136250,0.19810580,0.18826430,0.20721830,0.21469050,0.21833550,0.20275310,0.22334740,,0.20457560,0.20703600,0.20111290,0.18343460,0.21578400,0.20339100,0.18981340,0.21131890,0.19929040,0.20831180,0.20776500,0.20348210,0.19929040,0.18899330,0.21751540,0.19573650,0.18161210,0.20384660
Mamillothalamic_Tract,0.04428675,0.04446900,0.04027725,0.04282875,0.05376375,0.05367263,0.04692938,0.05558625,,0.05212350,0.05011875,0.04957200,0.04064175,0.05020988,0.04328438,0.04884300,0.04784063,0.04829625,0.04346663,0.04310213,0.04492463,0.04319325,0.03918375,0.04410450,0.04692938,0.04073288,0.04383112
Posterior_Commissure,0.04401338,0.04556250,0.04291988,0.04957200,0.05057438,0.05321700,0.04647375,0.04993650,,0.04893413,0.04647375,0.04847850,0.04811400,0.04583587,0.04410450,0.04938975,0.04583587,0.04747613,0.04610925,0.04957200,0.04620038,0.04483350,0.03818138,0.04401338,0.04273763,0.04255538,0.04392225
Brachium_of_Superior_Colliculus,0.12256310,0.14169940,0.15773740,0.16484510,0.14379530,0.14816920,0.12666380,0.15873980,,0.13778100,0.14051480,0.13440940,0.13960350,0.13012650,0.13440940,0.13996800,0.14425090,0.15208760,0.13568510,0.16092680,0.09786826,0.12766610,0.12848630,0.13714310,0.12165190,0.11682230,0.13358930
Cerebral_Peduncle,0.93047740,0.94350830,0.91316370,0.94478400,1.04055600,1.01176100,0.95116280,1.08648300,,0.96783860,0.94414620,1.00510900,0.89721680,0.96246230,0.88682850,0.95745040,1.03399500,0.94195910,0.96401140,0.94587760,0.87607580,0.93630940,0.82604810,0.95025150,0.96319130,0.86869470,0.96802090
Lateral_Lemniscus,0.50802190,0.46601330,0.44979300,0.49225730,0.47804180,0.43411950,0.44332310,0.46847360,,0.46765350,0.46036350,0.41234060,0.46938490,0.45990790,0.44942850,0.47758620,0.47002280,0.47275650,0.47476130,0.48223350,0.47029610,0.46929380,0.42464250,0.47867960,0.45844990,0.45972560,0.47157190
Spinal_Trigeminal_Nerve,1.18143600,1.17296100,1.09313500,1.14361900,1.26709300,1.14006500,1.18726800,1.23264800,,1.08739500,1.20613100,1.08721200,1.07755300,1.08402300,1.21506100,1.11209000,1.26855100,1.21752100,1.18216500,1.26007700,1.18808800,1.20476400,1.07199500,1.23510800,1.21141600,1.18717700,1.21697400
Pyramidal_Tract,0.43202360,0.43293490,0.43284380,0.44469000,0.45325580,0.43065680,0.41625900,0.45134210,,0.40158790,0.47722160,0.43667100,0.39411560,0.40040330,0.40769330,0.41780810,0.45762980,0.43557750,0.45999900,0.44742380,0.44168290,0.45881440,0.40450390,0.41890170,0.42673840,0.42628280,0.42072410
Vestibulocochlear_Nerve,0.09103388,0.08902913,0.09759488,0.08830013,0.10360910,0.09012263,0.10288010,0.09777713,,0.09814163,0.09112500,0.09659250,0.09322087,0.10023750,0.09959963,0.09905288,0.09604575,0.09577238,0.09513450,0.09996413,0.10543160,0.09513450,0.08602200,0.10324460,0.09759488,0.09759488,0.09941738
Facial_Nerve,0.06643013,0.07308225,0.06870825,0.07198875,0.07399350,0.06734138,0.06816150,0.07581601,,0.06278513,0.06679463,0.06743250,0.06296737,0.06788813,0.06187388,0.06059813,0.06870825,0.06579226,0.06324075,0.07080413,0.06150938,0.06278513,0.06232950,0.06141825,0.06205613,0.05822888,0.06752363
Longitudinal_Fasciculus_of_Pons,0.06114488,0.06360525,0.05813775,0.06734138,0.07854975,0.07545150,0.06442538,0.08055450,,0.05786438,0.06296737,0.06588338,0.06351413,0.07253550,0.07098638,0.07581601,0.07116862,0.05996025,0.06834375,0.07025738,0.07426688,0.07563375,0.06369638,0.07517812,0.07426688,0.07444913,0.07071300
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,1.54520700,1.47422000,1.51048800,1.43922800,1.59259200,1.55012700,1.53062700,1.57236200,,1.39712900,1.48807100,1.56826100,1.36514400,1.52433900,1.44351100,1.51413300,1.58083700,1.49071400,1.53518300,1.45344400,1.46191800,1.47987000,1.41535400,1.54848700,1.51258400,1.43102700,1.47212400
Spinocerebellar_Tract,0.74266870,0.56934900,0.75706650,0.72480830,0.72016090,0.63869510,0.68443990,0.76745470,,0.44277640,0.64060880,0.72745090,0.34244780,0.70603650,0.79287860,0.55321990,0.78413060,0.55722940,0.86176910,0.55239980,0.72107210,0.75533520,0.70448740,0.71186850,0.78668210,0.70348500,0.65564440
Medial_Lemniscus,0.20648930,0.20211530,0.20976980,0.23501140,0.23318890,0.26508260,0.21888230,0.23847410,,0.23701610,0.23081960,0.24284810,0.20831180,0.23264210,0.21478160,0.23218650,0.24740440,0.22717460,0.24348600,0.25879500,0.23974990,0.23911200,0.23564930,0.24512630,0.23309780,0.21860890,0.24002330
Ventral_Spinocerebellar_Tract,0.51485630,0.50246330,0.48788330,0.52724930,0.58912310,0.53162320,0.52451550,0.52934520,,0.52761380,0.54602100,0.55121510,0.52223740,0.54693230,0.52278410,0.54793470,0.53891320,0.54100910,0.49526440,0.52661140,0.50720180,0.52770490,0.45854100,0.52980080,0.52661140,0.50519700,0.50209870
Middle_Cerebellar_Peduncle,0.73629000,0.76153170,0.58602490,0.77957440,0.80190000,0.71651590,0.75396830,0.81748240,,0.71505790,0.77993890,0.66010950,0.72134550,0.75187240,0.73437640,0.69045410,0.80782310,0.78476850,0.76973290,0.82222090,0.76390090,0.73711010,0.71879400,0.81083030,0.76317190,0.73127810,0.72006980
Superior_Cerebellar_Peduncle,0.41215840,0.41835490,0.41015360,0.42947210,0.46127480,0.47157190,0.43329940,0.45507830,,0.43229700,0.43785560,0.43913140,0.40741990,0.41370750,0.41753480,0.45954340,0.44769710,0.43302600,0.43111240,0.45434920,0.42673840,0.44377880,0.40022100,0.45052200,0.44113620,0.41516550,0.44049830
Inferior_Cerebellar_Peduncle,0.43831120,0.42309340,0.37716640,0.43339050,0.48077550,0.46264160,0.45945230,0.45261790,,0.43275260,0.45954340,0.46665110,0.40249910,0.47385000,0.43320830,0.45826760,0.45936110,0.45033980,0.45070430,0.47503460,0.44724150,0.44496340,0.38974160,0.43603310,0.44004260,0.42883430,0.45927000
Cerebellar_White_Matter,5.66168700,5.96659200,5.42667600,5.83473400,7.07029800,7.02500900,6.65595200,6.70497800,,6.71718800,5.92503900,6.33391700,5.61484900,6.93333700,5.97989600,7.19067400,6.49575500,6.21636500,6.15613200,6.67180800,6.46659500,6.17891300,5.86681000,6.91830100,6.62415000,6.22292700,6.60419300
Lateral_Ventricle,2.41818400,2.47623100,2.32277600,1.57801200,1.87626400,1.49126100,1.54302000,2.25953600,,1.63605800,3.29107100,1.58603100,1.86104600,1.43558300,2.79744600,2.41116800,3.46666800,1.68335200,2.65055300,2.75753400,2.14189300,2.18782000,2.27238400,2.54867500,2.83216500,2.31411900,2.13068500
Cingulate_Cortex_Area_25,0.20612480,0.21150110,0.22617230,0.24020550,0.23656050,0.25423880,0.23054630,0.24184580,,0.24248360,0.21305030,0.25988850,0.20858510,0.25770150,0.20202410,0.22872370,0.22471420,0.22143380,0.21077210,0.21195680,0.20503130,0.21295910,0.19008680,0.20840290,0.19710340,0.20421110,0.22398530
Dorsal_Acustic_Stria,0.03089138,0.03007125,0.02578838,0.03298725,0.03116475,0.02952450,0.02888663,0.03043575,,0.02788425,0.03189375,0.03234937,0.03353400,0.02679075,0.02906888,0.03253163,0.03098250,0.02998013,0.03517425,0.03508313,0.02934225,0.02934225,0.03134700,0.03216713,0.02733750,0.02697300,0.03043575
Postsubiculum,0.35465850,0.36741600,0.34855310,0.38801030,0.42792300,0.38427410,0.37443260,0.42846980,,0.41270510,0.41434540,0.41334300,0.34673060,0.41625900,0.38436530,0.38245160,0.41070040,0.36696040,0.34035190,0.33898500,0.34026080,0.37652850,0.31073630,0.35146910,0.35292710,0.32440500,0.32686540
Ventricular_System_4thVentricle,0.67933690,0.67259370,0.63678150,0.65291060,0.66193200,0.43275260,0.62593760,0.62220150,,0.54747900,0.73464980,0.39657600,0.75852450,0.45179780,0.66630600,0.53727300,0.64972130,0.64470940,0.71833840,0.73018470,0.63031170,0.67514510,0.57135380,0.62921820,0.64908340,0.66812850,0.64188450
