,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Accumbens,2.23256300,2.21798300,2.28978900,2.32086300,2.63068800,2.51195200,2.28732900,2.54986000,,2.64098500,2.34355300,2.46019300,2.32077100,2.61738300,2.21461100,2.28505100,2.30628300,2.28978900,2.13022900,2.30664700,2.33316400,2.34792700,2.12868000,2.35330300,2.33644500,2.19820800,2.39540300
Bed_Nucleus_of_the_Stria_Terminalis,0.22808590,0.22699240,0.22516990,0.26207550,0.25697250,0.27738450,0.25059380,0.24922690,,0.27146140,0.24612860,0.29032430,0.25041150,0.29825210,0.24950030,0.26754300,0.25086710,0.27383060,0.24485290,0.23300660,0.25013810,0.25861280,0.22261840,0.23710730,0.24694880,0.23646940,0.25843050
Ventral_Pallidum,0.74850080,0.69947550,0.65345740,0.86696330,0.90031500,0.84755370,0.80700300,0.82404340,,0.79388100,0.81411080,0.81064800,0.84955840,0.81966940,0.72061650,0.83270030,0.84254180,0.85475250,0.81474860,0.87124620,0.87926510,0.89366290,0.83598080,0.83506950,0.85794190,0.87270410,0.90459790
Periaquaductal_Grey,2.39440100,2.31184100,2.42820800,2.40797800,2.40032400,2.59496700,2.32642100,2.48014900,,2.51341000,2.41590600,2.48425000,2.39558500,2.48133400,2.34847400,2.70358800,2.40724900,2.24085500,2.26263400,2.33790300,2.22673100,2.34656000,2.05523300,2.29489200,2.23292700,2.23784800,2.29908400
Anterior_Pretectal_Nucleus,0.39110850,0.42901650,0.41015360,0.42190880,0.50556150,0.51285150,0.41963060,0.48861230,,0.46756240,0.41152050,0.45854100,0.38682570,0.46309730,0.40860450,0.45735640,0.43721780,0.46127480,0.40687310,0.41234060,0.42828750,0.44396100,0.33415540,0.46136590,0.42801410,0.40368380,0.42136200
Ventral_Tegmental_Area,0.22972610,0.22425860,0.22890600,0.21742430,0.24020550,0.24549080,0.22863260,0.24822450,,0.23738060,0.23364450,0.24211910,0.22917940,0.25797490,0.21077210,0.24366830,0.23063740,0.24221030,0.22134260,0.24202800,0.23820080,0.21879110,0.21979350,0.23902090,0.22307400,0.22708350,0.22152490
Thalamus_Rest,5.04222000,5.10491400,4.98089300,5.41082000,5.59452800,5.47342300,5.16378100,5.51789200,,5.55315800,5.33318200,5.48262700,5.15020300,5.60145400,4.98526700,5.58842300,5.45765900,5.36717200,5.07994600,5.32388700,5.39305100,5.36170400,4.83008100,5.46576900,5.22847900,5.12915300,5.22711200
Ventral_Thalamic_Nuclei,1.87343900,1.97322100,1.93886700,2.08257100,2.05414000,1.96028100,2.05787600,2.05268200,,1.98998800,2.02397800,1.95472200,1.91799900,1.86496400,2.07929000,1.96984900,2.08220600,2.15683800,1.96392600,2.07327600,1.99007900,2.10398500,1.77958000,2.04521000,1.94579200,1.94679500,2.02625600
Latero_Dorsal_Nucleus_of_Thalamus,0.19892590,0.22407640,0.21587510,0.23528480,0.26052640,0.23045510,0.23738060,0.23473800,,0.22981730,0.23464690,0.20894960,0.23391790,0.20457560,0.21414380,0.24603750,0.25378310,0.23993210,0.23555810,0.25296300,0.22006690,0.24011440,0.21104550,0.21988460,0.22079590,0.21104550,0.22553440
Medial_Geniculate_Nucleus,0.32458730,0.32230910,0.33151270,0.35803010,0.37488830,0.33433760,0.33643350,0.31447240,,0.35456740,0.34481700,0.32139790,0.35493190,0.38008240,0.30936940,0.35128690,0.33834710,0.36176620,0.35638990,0.37880670,0.34408800,0.38573210,0.33041930,0.38226940,0.35648100,0.35775680,0.34016960
Lateral_Geniculate_Nucleus,0.48369150,0.48423830,0.47503460,0.52952740,0.53226110,0.53362800,0.53955110,0.54219380,,0.50455920,0.45298240,0.54119140,0.47758620,0.59404390,0.56406380,0.49581110,0.48824780,0.54565650,0.46938490,0.50082300,0.50966220,0.49389750,0.46081910,0.54975710,0.48979690,0.45608060,0.46984050
Zona_Incerta,0.99408260,1.03727600,1.04821100,1.11363900,1.29342800,1.21533400,1.13769600,1.22098400,,1.14097600,1.09140400,1.20057200,1.06188000,1.18909000,1.08812400,1.20357900,1.14443900,1.15400700,1.06251800,1.08484300,1.09495800,1.14544100,0.98970870,1.13960900,1.09915000,1.07782600,1.11044900
Reticular_Nucleus_of_Thalamus,1.31256400,1.35448200,1.34072200,1.43950200,1.50857400,1.45444600,1.36204500,1.55605100,,1.40779000,1.37853900,1.44305600,1.33707700,1.48552000,1.35129300,1.41462500,1.43995700,1.44697400,1.30901100,1.36022300,1.39977100,1.40323400,1.21925300,1.44178000,1.44068600,1.32878500,1.38209300
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,0.08647763,0.07381126,0.08192138,0.08000775,0.08483738,0.07936988,0.08511075,0.09586351,,0.08866463,0.08684213,0.08921137,0.10160440,0.09577238,0.09066938,0.08665988,0.08711550,0.09686588,0.07226213,0.07663613,0.07590713,0.08474625,0.07344675,0.07909650,0.07618050,0.08602200,0.08647763
Deep_Mesencephalic_Nuclei,1.27092000,1.28805200,1.28987400,1.37790100,1.50766300,1.43312300,1.40624100,1.51012300,,1.46529000,1.34354700,1.40159400,1.29379300,1.42127700,1.29023900,1.45280600,1.42720000,1.38418900,1.32623300,1.34099600,1.33033400,1.35630500,1.23027900,1.41079700,1.38664900,1.26627300,1.34418500
Superior_Colliculus,4.88475600,4.67981600,4.77768400,5.13425600,5.44535700,5.44371700,4.97642800,5.22273800,,5.35751200,4.81340500,5.10509600,4.84921700,5.27978300,4.81276700,5.25700100,5.03875700,5.07393100,4.78287800,4.80748200,4.99064300,5.22611000,4.55060100,5.16405400,5.00750100,4.86252100,5.00996200
Inferior_Colliculus,3.09141600,3.19630100,3.13369800,3.27202600,3.44270300,3.40197000,3.15748100,3.21306800,,3.16130900,3.09414900,2.98252100,3.24195400,3.13752500,2.98726000,3.21771500,2.95035400,3.28697000,3.20632400,3.39076100,3.28387200,3.34620100,2.95390800,3.32615400,3.16914500,3.21033400,3.31895500
Substantia_Nigra,0.66585040,0.67514510,0.69446370,0.67970140,0.80955450,0.79825500,0.71906740,0.75560850,,0.80062430,0.70548980,0.81812030,0.68516890,0.81483980,0.68562450,0.81812030,0.71988750,0.75023220,0.66648830,0.66967760,0.67013330,0.70922590,0.64042650,0.68243520,0.69291450,0.64133780,0.72207450
Red_Nucleus_Parvicellular,0.07982551,0.07763850,0.08347050,0.08246813,0.09367650,0.10397360,0.08529300,0.09914400,,0.08474625,0.08565750,0.09449663,0.08811788,0.08183026,0.08410838,0.08046338,0.09048713,0.08957588,0.08583976,0.08866463,0.08137463,0.08465513,0.08091900,0.08328825,0.08738888,0.08019000,0.08565750
Midbrain_Reticular_Nucleus,1.90433000,1.90834000,1.88282500,2.01632300,2.13451200,2.05650900,1.95517800,2.14353300,,2.03609700,1.95618000,2.02552700,1.89822500,2.02826000,1.93759100,2.04220200,1.99746000,1.98142200,1.94059800,2.03245200,1.97568100,1.98324500,1.74950900,2.05177000,1.99609300,1.97176300,1.96246800
Rostral_Linear_Nucleus,0.13231350,0.14169940,0.13705200,0.13577630,0.14534440,0.14415970,0.15345450,0.15937760,,0.15072080,0.14251950,0.14224610,0.14470650,0.16028890,0.13832770,0.15427460,0.14607340,0.15236100,0.14233720,0.14889830,0.13960350,0.14707580,0.12894190,0.14798700,0.13978580,0.13741650,0.14853380
Cuneiform_Nucleus,0.21532840,0.20475790,0.21058990,0.21514610,0.19309390,0.22298290,0.20703600,0.21724200,,0.21860890,0.21751540,0.20475790,0.20257090,0.20184190,0.21696860,0.17013040,0.20430230,0.19673890,0.19473410,0.20803840,0.19810580,0.19309390,0.18826430,0.20001940,0.19108910,0.18871990,0.19245600
Precuneiform_Nucleus,0.24603750,0.24539960,0.24348600,0.26717850,0.30280840,0.29424260,0.27510640,0.28431000,,0.31091850,0.28112060,0.28048280,0.26763410,0.28166740,0.24940910,0.28941300,0.26134650,0.29005090,0.27127910,0.26927440,0.26389800,0.27592650,0.24111680,0.27893360,0.27246380,0.26644950,0.26635840
Brain_Stem_Rest,4.10837100,3.71626000,4.18610000,3.93969800,4.16213500,3.67188200,4.09333500,4.36516100,,3.23584900,4.00858900,4.05889000,3.01004100,3.88766600,4.21990800,3.70532500,4.12851000,3.50093200,4.19539500,3.63269800,3.95373200,4.25344200,3.68782900,4.10099000,4.11055800,3.92448000,3.87864500
Interpeduncular_Nucleus,0.14005910,0.15345450,0.15618820,0.15336340,0.16958360,0.16885460,0.15810190,0.16949250,,0.15600600,0.16147350,0.15163200,0.13823660,0.15391010,0.14999180,0.15281660,0.15855750,0.15418350,0.14361300,0.13832770,0.14343080,0.13696090,0.14060590,0.14862490,0.14333960,0.14607340,0.15719060
Cerebellar_Cortex,21.09881000,20.31614000,19.31841000,20.97780000,23.16389000,22.01680000,21.45055000,23.72020000,,21.24124000,21.78954000,19.96066000,19.85021000,20.93314000,20.70634000,22.55809000,21.74097000,22.24443000,19.40553000,21.23377000,21.19622000,18.97623000,18.41308000,21.33810000,20.31632000,19.59233000,20.67052000
Dentate_(Lateral)_Nucleus_of_Cerebellum,0.28148510,0.31347000,0.28121180,0.31283210,0.36313310,0.39548250,0.32814110,0.36832730,,0.33388200,0.32531630,0.35010220,0.29478940,0.34818860,0.30672680,0.40669090,0.33415540,0.33761810,0.32595410,0.34399690,0.35338280,0.33834710,0.33087490,0.37661960,0.34244780,0.34135430,0.35001110
Interposed_Nucleus_of_Cerebellum,0.20357330,0.21842660,0.21560180,0.23874750,0.26790750,0.29214680,0.23264210,0.24895350,,0.23902090,0.22316510,0.25505890,0.22653680,0.25032040,0.22626340,0.29396920,0.23574040,0.22890600,0.22945280,0.24312150,0.23255100,0.23692500,0.23191310,0.23792740,0.23492030,0.23245990,0.23883860
Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,0.03581212,0.03508313,0.03599438,0.03745238,0.04547138,0.04337550,0.03954825,0.03991275,,0.03827250,0.03553875,0.03799913,0.03225825,0.04027725,0.03645000,0.04456013,0.03991275,0.03672338,0.03836362,0.03763463,0.04237312,0.03772575,0.03663225,0.03799913,0.03690563,0.03708788,0.03881925
Fastigial_Medial_Nucleus_of_Cerebellum,0.46710680,0.48396490,0.47075180,0.50237210,0.59504630,0.61518490,0.53909550,0.56570400,,0.52916290,0.52351310,0.53526820,0.45762980,0.53280790,0.49444430,0.60971740,0.54993940,0.51968590,0.52679370,0.52442440,0.51658760,0.54501860,0.50310110,0.53763750,0.53043870,0.51221360,0.51030000
Ventral_Lateral_Lemniscus_Nucleus,0.11900930,0.11454410,0.10752750,0.11126360,0.13049100,0.11782460,0.11782460,0.12247200,,0.12702830,0.11235710,0.11244830,0.11563760,0.12420340,0.10789200,0.12566140,0.11654890,0.11800690,0.11026130,0.12228980,0.11782460,0.12547910,0.11153700,0.11190150,0.11445300,0.10980560,0.11618440
Parabrachial_Nucleus,0.20384660,0.19910810,0.19026900,0.20484900,0.21806210,0.24366830,0.20366440,0.21733310,,0.21623960,0.21314140,0.21842660,0.19300280,0.22216280,0.19555430,0.22362080,0.21459940,0.21195680,0.19236490,0.20038390,0.20175080,0.19919930,0.18015410,0.20129510,0.19619210,0.19354950,0.18771750
Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,0.26134650,0.28467450,0.26298670,0.29551840,0.28968640,0.30681790,0.28522120,0.29579170,,0.28011830,0.28048280,0.28704380,0.26398910,0.28886630,0.25833940,0.31647710,0.27647330,0.29269350,0.26836310,0.28567690,0.27483300,0.27629100,0.24612860,0.27565310,0.27683780,0.27200810,0.26681400
Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,2.18517800,2.17324000,2.14307800,2.10772100,2.50238400,2.36496700,2.29279600,2.39777200,,2.13597000,2.21652500,2.24823600,1.98606900,2.17670300,2.22554600,2.34619500,2.27347800,2.25060500,2.22937300,2.28678200,2.25270100,2.32733200,2.17670300,2.37098100,2.29726100,2.24094600,2.33626300
Central_Gray,1.00246600,1.00018800,0.99818330,1.01048500,1.07882900,1.04010100,1.06142400,1.01950700,,1.06989900,1.07755300,1.07563900,0.99453830,1.10480000,0.98724830,1.14134100,1.04693500,1.05285800,1.00465300,1.04474800,1.00027900,1.03800500,0.94123020,1.03545300,0.98269200,0.96574280,1.01804900
Pedunculotegmental_Medial_Paralemniscial_and_Supratrigemnial_Nuclei,0.10005530,0.10980560,0.10123990,0.10060200,0.11536430,0.10534050,0.11071690,0.11700450,,0.10579610,0.10206000,0.11162810,0.09959963,0.10989680,0.10324460,0.11071690,0.10880320,0.10944110,0.09331200,0.10023750,0.09795938,0.10032860,0.09477000,0.10105760,0.09276525,0.10342690,0.09486113
Motor_Root_of_Trigeminal_Nerve,0.05813775,0.04993650,0.05950463,0.05531288,0.05103000,0.04629150,0.04337550,0.05531288,,0.04364888,0.04957200,0.05030100,0.06725025,0.04528913,0.04884300,0.04091513,0.05084775,0.05248800,0.05832000,0.05749988,0.05740875,0.05713538,0.05677088,0.05713538,0.05649750,0.06579226,0.05777325
Trigeminal_Motor_Nucleus,0.12165190,0.11417960,0.13522950,0.11481750,0.14826040,0.15974210,0.11891810,0.13969460,,0.12857740,0.12283650,0.15135860,0.11855360,0.15072080,0.12529690,0.16411610,0.14124380,0.12675490,0.13149340,0.13814550,0.15801080,0.12447680,0.12247200,0.14570890,0.14060590,0.13933010,0.14333960
Pontine_Reticular_Nucleus,2.92903100,3.08221200,2.94889600,3.05223200,3.30838400,3.27703700,3.10636000,3.24660200,,3.14873300,3.03036200,3.28523900,3.02589700,3.18819000,3.04330200,3.32843200,3.20514000,3.21662100,2.96028700,3.19611800,3.14909800,3.05587700,2.85130100,3.19192600,3.09132500,3.01733100,3.06389600
Raphe_Nucleus,0.41999510,0.41343410,0.42464250,0.45033980,0.46692450,0.46300610,0.43803790,0.47184530,,0.44751490,0.43667100,0.46756240,0.43740000,0.47202750,0.40960690,0.47084290,0.42938100,0.46510200,0.40997140,0.43375500,0.44140950,0.44277640,0.40003870,0.45744750,0.43421060,0.41826380,0.43266150
Trigeminal_Sensory_Nucleus,0.30608890,0.29005090,0.28904850,0.30754690,0.33770920,0.32768550,0.31201200,0.32786770,,0.29852550,0.29925450,0.33078380,0.29697640,0.31675050,0.31283210,0.37188110,0.30545100,0.31966650,0.29260240,0.32577190,0.32777660,0.31337890,0.29797880,0.31802620,0.32385830,0.30289950,0.32185350
Dorsal_Tegmentum,0.82194750,0.88199890,0.82422570,0.86495850,0.93466910,0.91817550,0.85949110,0.90295770,,0.87151950,0.87252190,0.90168190,0.85848870,0.95426100,0.82869080,0.91143230,0.87616690,0.90724050,0.83060440,0.85092530,0.85930880,0.83598080,0.77693180,0.88236340,0.81083030,0.79060050,0.83962580
Tegmental_Nucleus,0.01959188,0.02323688,0.01822500,0.01804275,0.01786050,0.01977413,0.01904513,0.02141437,,0.01904513,0.02050313,0.02806650,0.02013863,0.02123213,0.01868062,0.02132325,0.01895400,0.02086763,0.01950075,0.01795163,0.01740487,0.01494450,0.01485338,0.01813387,0.01713150,0.01622025,0.01676700
Cochlear_Nucleus,0.44040710,0.29588290,0.30463090,0.41771700,0.50510590,0.45024860,0.43411950,0.46701560,,0.44177400,0.45316460,0.44596580,0.35875910,0.46337070,0.43667100,0.46154810,0.42837860,0.48569630,0.39001500,0.44377880,0.45298240,0.41862830,0.42318450,0.45753860,0.44642140,0.46564880,0.46792690
Pontine_Nucleus,0.56260570,0.59577520,0.52269300,0.57755030,0.70713000,0.53854880,0.59577520,0.62110800,,0.56998690,0.55285540,0.53508600,0.51485630,0.54675000,0.56142120,0.64671420,0.67377830,0.53918670,0.52096160,0.55531580,0.58903200,0.60570790,0.52488000,0.61746300,0.57891710,0.60844170,0.60042260
Reticulotegmental_Nucleus_of_Pons,0.37525280,0.37315690,0.34089860,0.36267750,0.38454750,0.36030830,0.37297460,0.38810140,,0.36696040,0.36832730,0.32877900,0.34153650,0.34946440,0.36140180,0.37425040,0.38719010,0.41270510,0.36614020,0.38901260,0.36805390,0.35137800,0.34144540,0.38400070,0.35556980,0.34299450,0.34062530
Olivary_Complex,0.86231590,0.86350050,0.84646020,0.86240700,0.98004940,0.88810430,0.85921760,0.92810820,,0.83215350,0.89266050,0.89238720,0.80071540,0.86623430,0.84636900,0.89493860,0.91544180,0.89047350,0.89539430,0.96738300,0.92737910,0.88418590,0.83106010,0.91307250,0.89913040,0.92072700,0.91589740
Pontine_Reticular_Nucleus,1.44296400,1.35202200,1.32741800,1.46182700,1.56397800,1.62384800,1.42173200,1.52443000,,1.46957300,1.37917700,1.54967200,1.32049200,1.49937100,1.32641600,1.51604700,1.52361000,1.40013600,1.38163700,1.48223900,1.41134400,1.42811100,1.31721200,1.40277800,1.38464400,1.30399900,1.38382400
Spinal_Trigeminal_Nucleus,1.78987700,1.71770600,1.74003200,1.58776200,2.00156100,1.74759500,1.79643800,1.91408100,,1.59222700,1.70658900,1.68945800,1.30299600,1.76254000,1.82568900,1.69456100,1.84710400,1.58475500,1.84792400,1.76172000,1.80072100,1.90943300,1.69027800,1.94597400,1.81156500,1.91499200,1.86933800
Vestibular_Nuclei,1.20075400,1.29962500,1.26472400,1.25406200,1.43631200,1.47230700,1.30563900,1.37917700,,1.31748500,1.32814700,1.36796900,1.20950200,1.36623700,1.22554000,1.50884800,1.33953800,1.35411800,1.34163300,1.33571000,1.35584900,1.30573000,1.24431200,1.35985800,1.32614200,1.27921300,1.34072200
Gigantocellular_Reticular_Nucleus,4.78142000,4.56882500,4.74916200,4.71690400,5.26848300,5.19485400,4.85140400,5.11284200,,4.48125400,4.62541400,5.09844400,4.03492400,4.81176500,4.69366600,4.60172100,4.98153100,4.59689200,5.19239400,5.01369800,5.13890400,5.13516700,4.64591700,5.15758400,4.99419700,5.23221500,5.14136400
Cuneate_Nucleus,0.26471810,0.28030050,0.25177840,0.26781640,0.29806990,0.25797490,0.27802240,0.27938930,,0.26079980,0.29488050,0.23464690,0.22881490,0.25141390,0.25724590,0.30217050,0.28467450,0.27082350,0.30645340,0.29497160,0.28576800,0.29260240,0.24512630,0.29205560,0.26225780,0.27948040,0.28485680
Anterior_Commisure,0.55039500,0.57180940,0.56989570,0.53189670,0.58402010,0.58538700,0.49872710,0.54228490,,0.54210260,0.54283170,0.56852890,0.55258200,0.55285540,0.52159950,0.52132610,0.53672620,0.51649650,0.49043480,0.56342590,0.53244340,0.52123500,0.43840240,0.50337450,0.49936500,0.46191260,0.52652030
Optic_Tracts,0.88209000,0.89302500,0.88254570,0.93421350,1.02105600,1.03909800,0.90414230,1.01504100,,0.98068730,0.91434830,1.00018800,0.86377390,0.98269200,0.93703840,0.94587760,1.01349200,1.00574700,1.00164600,0.99572290,0.84427310,0.94123020,0.82787070,0.93740290,0.93093300,0.88418590,0.91890450
Fimbria,1.31812300,1.38920100,1.22034600,1.34117800,1.35256800,1.32021900,1.23693100,1.42009200,,1.24659000,1.47230700,1.31138000,1.24422100,1.29670900,1.33397900,1.33552800,1.49308300,1.30946600,1.27957700,1.35594000,1.26472400,1.17132100,1.12129300,1.28923700,1.22371800,1.20813500,1.29661800
Corpus_Callosum,6.13171100,6.39405900,6.38394500,7.12552000,8.09144500,7.73414300,6.79947400,7.42258700,,8.00041100,7.56137000,8.08679700,6.65002900,7.76193700,6.91000900,8.37375000,7.65805400,7.61012200,7.21956100,6.98883200,7.28726600,7.26530600,6.04714600,7.47197700,7.21263500,7.51289200,7.80749900
Fornix,0.18279680,0.19017790,0.18389030,0.20120400,0.23455580,0.23227760,0.22553440,0.21933790,,0.23856530,0.19892590,0.23018180,0.19072460,0.24758660,0.19418740,0.21396150,0.20357330,0.22352960,0.18899330,0.19118030,0.19464300,0.19181810,0.17578010,0.19528090,0.18990450,0.16894580,0.19901700
Stria_Terminalis,0.48870340,0.47585480,0.46774460,0.46747130,0.47184530,0.45407590,0.44970190,0.47785950,,0.42928990,0.51312490,0.47302990,0.48414710,0.44888180,0.49881830,0.51348940,0.51977700,0.47467010,0.44860840,0.46273280,0.45070430,0.47631040,0.39047060,0.48642530,0.45653630,0.45635400,0.47166300
Cingulum,0.40204350,0.45899660,0.43257040,0.46874700,0.64388920,0.65491540,0.50510590,0.56406380,,0.59896460,0.50902430,0.58739180,0.44177400,0.50027630,0.46409960,0.69583050,0.48715430,0.56743540,0.46018130,0.48432940,0.48469390,0.45535170,0.37324800,0.47758620,0.44569240,0.46100140,0.45799430
Lateral_Olfactory_Tract,0.63040270,0.59131010,0.59887350,0.64152000,0.65090590,0.63486790,0.57846150,0.63104060,,0.64844550,0.63532350,0.66348110,0.61236000,0.69583050,0.59732440,0.59996700,0.66238770,0.61153990,0.62630210,0.64179340,0.61436470,0.62529980,0.60233630,0.66010950,0.64899220,0.63477680,0.62657550
Ventral_Hippocampal_Commissure,0.04064175,0.03790800,0.04200863,0.03891038,0.04629150,0.04847850,0.03763463,0.04383112,,0.03398963,0.05740875,0.03727013,0.03654113,0.03480975,0.04437787,0.04565363,0.05148563,0.04055063,0.04711163,0.04774950,0.04601813,0.03626775,0.03872813,0.04282875,0.03954825,0.03973050,0.04984538
Internal_Capsule,1.70440200,1.73921200,1.68717900,1.74714000,1.91544800,1.77985400,1.71688600,1.85002000,,1.66357800,1.79652900,1.72244500,1.66284900,1.72381200,1.68635900,1.74932700,1.76226600,1.78176700,1.70057500,1.83844700,1.71807100,1.66895400,1.47996100,1.81183800,1.70959600,1.61564600,1.74896200
Fasciculus_Retroflexus,0.04337550,0.04774950,0.04173525,0.04583587,0.04291988,0.04483350,0.03900150,0.04592700,,0.04838737,0.05030100,0.05358150,0.04492463,0.05822888,0.04100625,0.05148563,0.04784063,0.04273763,0.04829625,0.04829625,0.04556250,0.04720275,0.04501575,0.04601813,0.04756725,0.04729388,0.04738500
Stria_Medularis,0.18024530,0.20247970,0.18234110,0.19336730,0.20111290,0.20603360,0.19610100,0.21478160,,0.20093060,0.20621590,0.20038390,0.19436960,0.20904080,0.19865250,0.18006300,0.19664770,0.20083950,0.19929040,0.20329990,0.19783240,0.18926660,0.17514230,0.20366440,0.20120400,0.17787600,0.19127140
Mamillothalamic_Tract,0.04173525,0.04811400,0.04547138,0.04374000,0.05276138,0.05093888,0.04656488,0.05494838,,0.04692938,0.05057438,0.04519800,0.04738500,0.05567738,0.04337550,0.04875188,0.04774950,0.05103000,0.04747613,0.04793175,0.04319325,0.04437787,0.04355775,0.04465125,0.04547138,0.04091513,0.04364888
Posterior_Commissure,0.04237312,0.04182637,0.04547138,0.04920750,0.05057438,0.04893413,0.04574475,0.04929863,,0.04975425,0.04811400,0.04948088,0.04720275,0.05030100,0.04328438,0.05093888,0.04620038,0.04948088,0.04565363,0.04884300,0.04620038,0.04720275,0.04045950,0.04601813,0.04538025,0.04446900,0.04647375
Brachium_of_Superior_Colliculus,0.15518590,0.15272550,0.15290780,0.15509480,0.14169940,0.15053850,0.12957980,0.15564150,,0.14206390,0.13568510,0.13313360,0.13486500,0.12866850,0.13978580,0.12465900,0.14789590,0.12857740,0.15372790,0.15254330,0.13796330,0.12383890,0.13295140,0.13422710,0.12420340,0.12265430,0.14179050
Cerebral_Peduncle,0.90004160,0.89676120,0.89858370,0.91270800,1.03581800,1.02388000,0.94432840,1.06834900,,0.93503370,0.94496630,0.99918570,0.89275160,0.95617470,0.89111140,0.91899570,0.99298920,0.92355190,0.91544180,0.98752160,0.91535070,0.92674130,0.84646020,0.96364690,0.94323490,0.89083800,0.94469290
Lateral_Lemniscus,0.47649260,0.46637780,0.46628660,0.48997910,0.48514950,0.44669480,0.45717420,0.48760990,,0.46628660,0.47193640,0.40222580,0.48706310,0.44204740,0.44140950,0.46173040,0.46227710,0.47658370,0.47585480,0.48205130,0.47831510,0.47448790,0.44496340,0.48177790,0.44997530,0.45662740,0.47002280
Spinal_Trigeminal_Nerve,1.16002100,1.18827000,1.07081000,1.16904300,1.23966500,1.11865100,1.13678400,1.21624500,,1.06725600,1.19720000,1.10990300,1.07445500,1.09477600,1.22453800,1.12876500,1.24394700,1.18052400,1.21214500,1.24522300,1.15054400,1.15765200,1.12831000,1.23137200,1.18526300,1.17141200,1.21369400
Pyramidal_Tract,0.44031600,0.45544280,0.41024480,0.43539530,0.46400850,0.45179780,0.42035960,0.44888180,,0.41006250,0.44614800,0.46145700,0.43320830,0.41079150,0.42117980,0.41370750,0.44013380,0.43885800,0.43612430,0.48050210,0.45653630,0.46300610,0.41170280,0.42837860,0.43758230,0.42218210,0.44332310
Vestibulocochlear_Nerve,0.09076050,0.08711550,0.08337938,0.08410838,0.09896176,0.09267413,0.09267413,0.08820900,,0.09103388,0.09759488,0.09586351,0.09750375,0.09066938,0.09030488,0.09513450,0.09030488,0.10014640,0.08574863,0.10242450,0.08902913,0.09258300,0.08729775,0.10160440,0.10151330,0.09495226,0.09559013
Facial_Nerve,0.06916387,0.06916387,0.06725025,0.07636275,0.07116862,0.06451650,0.06178275,0.07426688,,0.06633900,0.06898163,0.06761475,0.06469875,0.07463138,0.05895788,0.06114488,0.07344675,0.06506325,0.07244438,0.06971063,0.06160050,0.06132713,0.05877563,0.06014250,0.05804663,0.06797925,0.06242063
Longitudinal_Fasciculus_of_Pons,0.07317337,0.05986913,0.06387863,0.07581601,0.07563375,0.06861713,0.06797925,0.07727400,,0.06424313,0.08155688,0.07135088,0.06096263,0.07408462,0.06406087,0.07763850,0.08283263,0.05859338,0.06807037,0.07098638,0.08146575,0.07244438,0.06342300,0.07517812,0.07271775,0.07162425,0.07353788
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,1.48342400,1.44105100,1.47203300,1.43959300,1.56716800,1.52661700,1.54584500,1.61847100,,1.32896700,1.49508800,1.63496500,1.40086500,1.56899000,1.44588000,1.56425200,1.59669200,1.53782600,1.50593200,1.46401400,1.47996100,1.49281000,1.35557600,1.54447800,1.49399400,1.43585700,1.50547600
Spinocerebellar_Tract,0.71414670,0.60661910,0.72444380,0.66922200,0.70029560,0.57044250,0.66876640,0.82859960,,0.39101740,0.63450340,0.73291840,0.40432160,0.67815230,0.81611550,0.55713830,0.78558860,0.50273660,0.82705050,0.57581890,0.67924580,0.74567590,0.70667440,0.66521250,0.74749840,0.69063640,0.65591780
Medial_Lemniscus,0.20029280,0.20648930,0.20156850,0.24075220,0.25761040,0.25323640,0.20931410,0.23300660,,0.22425860,0.21888230,0.24266590,0.21560180,0.24084340,0.21204790,0.24649310,0.24184580,0.24959140,0.22863260,0.23455580,0.24621980,0.24284810,0.22043140,0.22954390,0.24129900,0.21651300,0.24849790
Ventral_Spinocerebellar_Tract,0.53289900,0.52187290,0.50847750,0.54091800,0.61299790,0.56105660,0.53499490,0.56652410,,0.56142120,0.52469780,0.54793470,0.49535550,0.53590610,0.52615580,0.59486400,0.53052970,0.56233240,0.49954730,0.53344580,0.52059720,0.54137370,0.47157190,0.52652030,0.51321600,0.49180160,0.51494740
Middle_Cerebellar_Peduncle,0.78185250,0.75114340,0.69209440,0.78522410,0.79925740,0.74877420,0.73811250,0.81055690,,0.71150400,0.78750230,0.72963790,0.71642480,0.71123060,0.74768070,0.73966160,0.80153550,0.79005380,0.75579080,0.82459010,0.76681690,0.75615530,0.74476460,0.79196740,0.76681690,0.73583440,0.70248260
Superior_Cerebellar_Peduncle,0.41088270,0.41079150,0.39703160,0.42737630,0.45043090,0.48642530,0.44250300,0.45380250,,0.42755850,0.41498330,0.44323200,0.41325190,0.43703550,0.40732880,0.47767730,0.44906400,0.45043090,0.43557750,0.46747130,0.44286750,0.44541900,0.40878680,0.44487230,0.43822010,0.42455140,0.45280010
